Text_ID,Work_Title,Author,Year,Character_Name,Excerpt,Gender,Race,Class,Traits,Contextual_Embedding,Group_Label,Bias_Association_Score,WSVM_Label
128,Moby-Dick,Herman Melville,1851,Character_128,"Character_128 is described as devoted, heroic, reflecting Mixed male identity.",Male,Mixed,Working,"devoted, heroic",[768-dim vector],Mixed_Male_Working,0.4,1
129,To Kill a Mockingbird,Harper Lee,1960,Character_129,"Character_129 is described as resilient, devoted, reflecting Black non-binary identity.",Non-binary,Black,Upper,"resilient, devoted",[768-dim vector],Black_Non-binary_Upper,0.86,1
130,Moby-Dick,Herman Melville,1851,Character_130,"Character_130 is described as submissive, loyal, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"submissive, loyal",[768-dim vector],Asian_Male_Enslaved/Servant,0.64,0
131,Adventures of Huckleberry Finn,Mark Twain,1884,Character_131,"Character_131 is described as submissive, noble, reflecting Mixed female identity.",Female,Mixed,Working,"submissive, noble",[768-dim vector],Mixed_Female_Working,0.67,1
132,Moby-Dick,Herman Melville,1851,Character_132,"Character_132 is described as noble, tragic, reflecting Mixed unknown identity.",Unknown,Mixed,Unknown,"noble, tragic",[768-dim vector],Mixed_Unknown_Unknown,0.38,1
133,Invisible Man,Ralph Ellison,1952,Character_133,"Character_133 is described as oppressed, independent, reflecting Asian unknown identity.",Unknown,Asian,Working,"oppressed, independent",[768-dim vector],Asian_Unknown_Working,0.83,1
134,White Noise,Don DeLillo,1985,Character_134,"Character_134 is described as fearless, heroic, reflecting Mixed male identity.",Male,Mixed,Upper,"fearless, heroic",[768-dim vector],Mixed_Male_Upper,0.72,1
135,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_135,"Character_135 is described as defiant, submissive, reflecting Black male identity.",Male,Black,Middle,"defiant, submissive",[768-dim vector],Black_Male_Middle,0.52,0
136,Adventures of Huckleberry Finn,Mark Twain,1884,Character_136,"Character_136 is described as devoted, independent, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"devoted, independent",[768-dim vector],Asian_Male_Enslaved/Servant,0.79,1
137,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_137,"Character_137 is described as visionary, submissive, reflecting Indigenous female identity.",Female,Indigenous,Working,"visionary, submissive",[768-dim vector],Indigenous_Female_Working,0.82,1
138,The Great Gatsby,F. Scott Fitzgerald,1925,Character_138,"Character_138 is described as fearless, oppressed, reflecting Unknown non-binary identity.",Non-binary,Unknown,Unknown,"fearless, oppressed",[768-dim vector],Unknown_Non-binary_Unknown,0.61,1
139,Moby-Dick,Herman Melville,1851,Character_139,"Character_139 is described as resilient, hopeful, reflecting Unknown female identity.",Female,Unknown,Middle,"resilient, hopeful",[768-dim vector],Unknown_Female_Middle,0.78,1
140,Moby-Dick,Herman Melville,1851,Character_140,"Character_140 is described as independent, visionary, reflecting Black male identity.",Male,Black,Working,"independent, visionary",[768-dim vector],Black_Male_Working,0.72,1
141,Moby-Dick,Herman Melville,1851,Character_141,"Character_141 is described as strong, resilient, reflecting Unknown unknown identity.",Unknown,Unknown,Working,"strong, resilient",[768-dim vector],Unknown_Unknown_Working,0.83,1
142,Song of Solomon,Toni Morrison,1977,Character_142,"Character_142 is described as loyal, oppressed, reflecting Asian unknown identity.",Unknown,Asian,Upper,"loyal, oppressed",[768-dim vector],Asian_Unknown_Upper,0.53,0
143,Beloved,Toni Morrison,1987,Character_143,"Character_143 is described as noble, brave, reflecting White non-binary identity.",Non-binary,White,Upper,"noble, brave",[768-dim vector],White_Non-binary_Upper,0.65,0
144,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_144,"Character_144 is described as tragic, visionary, reflecting Black male identity.",Male,Black,Enslaved/Servant,"tragic, visionary",[768-dim vector],Black_Male_Enslaved/Servant,0.58,1
145,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_145,"Character_145 is described as devoted, submissive, reflecting Mixed female identity.",Female,Mixed,Enslaved/Servant,"devoted, submissive",[768-dim vector],Mixed_Female_Enslaved/Servant,0.47,1
146,To Kill a Mockingbird,Harper Lee,1960,Character_146,"Character_146 is described as loving, rebellious, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"loving, rebellious",[768-dim vector],Asian_Non-binary_Working,0.32,0
147,Adventures of Huckleberry Finn,Mark Twain,1884,Character_147,"Character_147 is described as independent, strong, reflecting Asian non-binary identity.",Non-binary,Asian,Enslaved/Servant,"independent, strong",[768-dim vector],Asian_Non-binary_Enslaved/Servant,0.79,1
148,Song of Solomon,Toni Morrison,1977,Character_148,"Character_148 is described as loving, resilient, reflecting Asian male identity.",Male,Asian,Upper,"loving, resilient",[768-dim vector],Asian_Male_Upper,0.38,1
149,Beloved,Toni Morrison,1987,Character_149,"Character_149 is described as brave, visionary, reflecting Asian male identity.",Male,Asian,Unknown,"brave, visionary",[768-dim vector],Asian_Male_Unknown,0.76,0
150,Invisible Man,Ralph Ellison,1952,Character_150,"Character_150 is described as caring, devoted, reflecting Black male identity.",Male,Black,Unknown,"caring, devoted",[768-dim vector],Black_Male_Unknown,0.67,0
151,To Kill a Mockingbird,Harper Lee,1960,Character_151,"Character_151 is described as heroic, hopeful, reflecting Black male identity.",Male,Black,Working,"heroic, hopeful",[768-dim vector],Black_Male_Working,0.33,1
152,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_152,"Character_152 is described as rebellious, brave, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"rebellious, brave",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.62,1
153,White Noise,Don DeLillo,1985,Character_153,"Character_153 is described as independent, brave, reflecting Unknown female identity.",Female,Unknown,Middle,"independent, brave",[768-dim vector],Unknown_Female_Middle,0.74,1
154,Song of Solomon,Toni Morrison,1977,Character_154,"Character_154 is described as rebellious, visionary, reflecting White unknown identity.",Unknown,White,Middle,"rebellious, visionary",[768-dim vector],White_Unknown_Middle,0.61,1
155,Moby-Dick,Herman Melville,1851,Character_155,"Character_155 is described as tragic, resilient, reflecting Asian female identity.",Female,Asian,Working,"tragic, resilient",[768-dim vector],Asian_Female_Working,0.78,0
156,Invisible Man,Ralph Ellison,1952,Character_156,"Character_156 is described as visionary, hopeful, reflecting Asian unknown identity.",Unknown,Asian,Middle,"visionary, hopeful",[768-dim vector],Asian_Unknown_Middle,0.56,0
157,Invisible Man,Ralph Ellison,1952,Character_157,"Character_157 is described as hopeful, submissive, reflecting Mixed female identity.",Female,Mixed,Unknown,"hopeful, submissive",[768-dim vector],Mixed_Female_Unknown,0.32,1
158,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_158,"Character_158 is described as resilient, brave, reflecting Indigenous unknown identity.",Unknown,Indigenous,Unknown,"resilient, brave",[768-dim vector],Indigenous_Unknown_Unknown,0.8,1
159,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_159,"Character_159 is described as devoted, hopeful, reflecting Mixed non-binary identity.",Non-binary,Mixed,Unknown,"devoted, hopeful",[768-dim vector],Mixed_Non-binary_Unknown,0.55,0
160,To Kill a Mockingbird,Harper Lee,1960,Character_160,"Character_160 is described as heroic, strong, reflecting Indigenous unknown identity.",Unknown,Indigenous,Working,"heroic, strong",[768-dim vector],Indigenous_Unknown_Working,0.39,0
161,To Kill a Mockingbird,Harper Lee,1960,Character_161,"Character_161 is described as strong, noble, reflecting Black non-binary identity.",Non-binary,Black,Middle,"strong, noble",[768-dim vector],Black_Non-binary_Middle,0.63,1
162,Invisible Man,Ralph Ellison,1952,Character_162,"Character_162 is described as strong, heroic, reflecting Indigenous male identity.",Male,Indigenous,Enslaved/Servant,"strong, heroic",[768-dim vector],Indigenous_Male_Enslaved/Servant,0.7,0
163,Adventures of Huckleberry Finn,Mark Twain,1884,Character_163,"Character_163 is described as tragic, loving, reflecting White unknown identity.",Unknown,White,Middle,"tragic, loving",[768-dim vector],White_Unknown_Middle,0.87,1
164,Moby-Dick,Herman Melville,1851,Character_164,"Character_164 is described as visionary, brave, reflecting White unknown identity.",Unknown,White,Unknown,"visionary, brave",[768-dim vector],White_Unknown_Unknown,0.63,1
165,Adventures of Huckleberry Finn,Mark Twain,1884,Character_165,"Character_165 is described as submissive, devoted, reflecting Unknown unknown identity.",Unknown,Unknown,Middle,"submissive, devoted",[768-dim vector],Unknown_Unknown_Middle,0.55,0
166,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_166,"Character_166 is described as submissive, loving, reflecting Mixed non-binary identity.",Non-binary,Mixed,Enslaved/Servant,"submissive, loving",[768-dim vector],Mixed_Non-binary_Enslaved/Servant,0.51,1
167,Song of Solomon,Toni Morrison,1977,Character_167,"Character_167 is described as heroic, loyal, reflecting Indigenous unknown identity.",Unknown,Indigenous,Enslaved/Servant,"heroic, loyal",[768-dim vector],Indigenous_Unknown_Enslaved/Servant,0.31,0
168,White Noise,Don DeLillo,1985,Character_168,"Character_168 is described as noble, submissive, reflecting Black male identity.",Male,Black,Working,"noble, submissive",[768-dim vector],Black_Male_Working,0.33,0
169,Invisible Man,Ralph Ellison,1952,Character_169,"Character_169 is described as visionary, defiant, reflecting Unknown male identity.",Male,Unknown,Upper,"visionary, defiant",[768-dim vector],Unknown_Male_Upper,0.81,1
170,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_170,"Character_170 is described as loyal, independent, reflecting White male identity.",Male,White,Working,"loyal, independent",[768-dim vector],White_Male_Working,0.58,0
171,Beloved,Toni Morrison,1987,Character_171,"Character_171 is described as noble, tragic, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"noble, tragic",[768-dim vector],Asian_Non-binary_Middle,0.59,1
172,Invisible Man,Ralph Ellison,1952,Character_172,"Character_172 is described as submissive, strong, reflecting Black female identity.",Female,Black,Middle,"submissive, strong",[768-dim vector],Black_Female_Middle,0.4,1
173,White Noise,Don DeLillo,1985,Character_173,"Character_173 is described as hopeful, noble, reflecting Asian female identity.",Female,Asian,Unknown,"hopeful, noble",[768-dim vector],Asian_Female_Unknown,0.54,1
174,To Kill a Mockingbird,Harper Lee,1960,Character_174,"Character_174 is described as brave, visionary, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"brave, visionary",[768-dim vector],Asian_Non-binary_Working,0.68,0
175,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_175,"Character_175 is described as caring, independent, reflecting White female identity.",Female,White,Enslaved/Servant,"caring, independent",[768-dim vector],White_Female_Enslaved/Servant,0.52,1
176,Invisible Man,Ralph Ellison,1952,Character_176,"Character_176 is described as fearless, strong, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"fearless, strong",[768-dim vector],Asian_Non-binary_Working,0.6,1
177,To Kill a Mockingbird,Harper Lee,1960,Character_177,"Character_177 is described as caring, independent, reflecting Black male identity.",Male,Black,Enslaved/Servant,"caring, independent",[768-dim vector],Black_Male_Enslaved/Servant,0.7,0
178,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_178,"Character_178 is described as resilient, brave, reflecting Unknown male identity.",Male,Unknown,Enslaved/Servant,"resilient, brave",[768-dim vector],Unknown_Male_Enslaved/Servant,0.34,1
179,White Noise,Don DeLillo,1985,Character_179,"Character_179 is described as independent, noble, reflecting Mixed male identity.",Male,Mixed,Enslaved/Servant,"independent, noble",[768-dim vector],Mixed_Male_Enslaved/Servant,0.32,1
180,White Noise,Don DeLillo,1985,Character_180,"Character_180 is described as resilient, hopeful, reflecting Black non-binary identity.",Non-binary,Black,Middle,"resilient, hopeful",[768-dim vector],Black_Non-binary_Middle,0.86,1
181,Moby-Dick,Herman Melville,1851,Character_181,"Character_181 is described as loyal, caring, reflecting Indigenous male identity.",Male,Indigenous,Enslaved/Servant,"loyal, caring",[768-dim vector],Indigenous_Male_Enslaved/Servant,0.53,1
182,Adventures of Huckleberry Finn,Mark Twain,1884,Character_182,"Character_182 is described as oppressed, defiant, reflecting Indigenous male identity.",Male,Indigenous,Working,"oppressed, defiant",[768-dim vector],Indigenous_Male_Working,0.57,1
183,The Great Gatsby,F. Scott Fitzgerald,1925,Character_183,"Character_183 is described as tragic, heroic, reflecting Mixed female identity.",Female,Mixed,Working,"tragic, heroic",[768-dim vector],Mixed_Female_Working,0.86,1
184,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_184,"Character_184 is described as independent, loving, reflecting Indigenous female identity.",Female,Indigenous,Enslaved/Servant,"independent, loving",[768-dim vector],Indigenous_Female_Enslaved/Servant,0.88,1
185,Moby-Dick,Herman Melville,1851,Character_185,"Character_185 is described as noble, strong, reflecting White unknown identity.",Unknown,White,Middle,"noble, strong",[768-dim vector],White_Unknown_Middle,0.42,0
186,Song of Solomon,Toni Morrison,1977,Character_186,"Character_186 is described as brave, resilient, reflecting White non-binary identity.",Non-binary,White,Enslaved/Servant,"brave, resilient",[768-dim vector],White_Non-binary_Enslaved/Servant,0.36,0
187,Song of Solomon,Toni Morrison,1977,Character_187,"Character_187 is described as resilient, strong, reflecting Asian male identity.",Male,Asian,Working,"resilient, strong",[768-dim vector],Asian_Male_Working,0.36,1
188,Beloved,Toni Morrison,1987,Character_188,"Character_188 is described as devoted, brave, reflecting Unknown male identity.",Male,Unknown,Middle,"devoted, brave",[768-dim vector],Unknown_Male_Middle,0.34,1
189,White Noise,Don DeLillo,1985,Character_189,"Character_189 is described as submissive, visionary, reflecting Mixed non-binary identity.",Non-binary,Mixed,Middle,"submissive, visionary",[768-dim vector],Mixed_Non-binary_Middle,0.81,0
190,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_190,"Character_190 is described as loyal, heroic, reflecting White unknown identity.",Unknown,White,Middle,"loyal, heroic",[768-dim vector],White_Unknown_Middle,0.79,0
191,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_191,"Character_191 is described as noble, hopeful, reflecting White unknown identity.",Unknown,White,Upper,"noble, hopeful",[768-dim vector],White_Unknown_Upper,0.37,1
192,Invisible Man,Ralph Ellison,1952,Character_192,"Character_192 is described as oppressed, hopeful, reflecting Indigenous unknown identity.",Unknown,Indigenous,Unknown,"oppressed, hopeful",[768-dim vector],Indigenous_Unknown_Unknown,0.68,1
